,Fecha,Pedido #,Ingresos netos (con formato),Estado,Tipo de cliente,Producto(s),Artículos vendidos,Cupón(es),Ingresos netos,Atribución,Número de factura
1724,2024-06-07 14:51:39,63948,"35,25€",completed,returning,"1× Cybercola Light - Lata 33cl, 1× Cybercola Zero - Lata 33cl",2,,29.14,Desconocido,
1725,2024-06-07 13:22:30,63947,"69,00€",completed,new,"1× Cybercola Cherry - Botella 33cl, 1× Cybercola Pika, 1× Cybercola Zero - Lata 33cl",3,,57.02,Desconocido,
1726,2024-06-07 13:07:28,63946,"40,00€",completed,new,"1× Cybercola Light - Botella 33 cl., 1× Cyberpepsi  ",2,,33.06,Desconocido,
1727,2024-06-07 12:43:05,63945,"30,00€",completed,returning,"1× Cybercola Cherry - Botella 33cl, 1× Cybercola Light - Botella 33 cl.",2,,24.8,Desconocido,
1728,2024-06-07 12:29:38,63944,"25,00€",completed,returning,"1× Cybercola Pack experiencia, 1× Cybercola Pack experiencia",2,,20.66,Desconocido,
1729,2024-06-07 11:56:05,63943,"15,00€",completed,returning,1× Cybercola Cherry - Botella 33cl,1,,12.4,Desconocido,
1730,2024-06-07 09:45:48,63942,"19,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1731,2024-06-07 03:16:26,63940,"19,60€",completed,returning,"1× Cybercola Light - Lata 33cl, 1× Cybercola Cherry - Lata 33cl",2,,16.2,Desconocido,
1732,2024-06-07 07:03:34,63934,"19,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1733,2024-06-06 23:05:23,63933,"19,00€",completed,returning,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1734,2024-06-06 22:37:39,63932,"18,00€",completed,returning,"2× Cybercola Zero - Cuarto (25cl), 1× Cybercola Cherry - Lata 33cl",3,,14.88,Desconocido,
1735,2024-06-06 22:09:54,63931,"67,00€",completed,returning,"3× Cybercola Zero - Lata 33cl, 3× Cybercola Pack experiencia",6,,47.11,Desconocido,
1736,2024-06-06 21:51:05,63930,"70,00€",completed,returning,4× Cybercola Txirene,4,,49.59,Desconocido,
1737,2024-06-06 21:00:16,63929,"29,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1738,2024-06-06 20:56:40,63928,"38,00€",completed,returning,"2× Cybercola Zero - Lata 33cl, 2× Cybercola Pack experiencia",4,,31.4,Desconocido,
1739,2024-06-06 19:45:19,63927,"60,00€",completed,returning,"4× Cybercola Txirene, 1× Cybercola Cherry - Lata 33cl",5,,41.32,Desconocido,
1740,2024-06-06 18:58:21,63926,"30,00€",completed,returning,"1× Cybercola Light - Botella 33 cl., 1× Cybercola Cherry - Botella 33cl",2,,24.8,Desconocido,
1741,2024-06-06 18:33:55,63925,"50,00€",completed,returning,"1× Cybercola Zero - Botella 33cl, 1× Cybercola Pika, 1× Cybercola Txirene",3,,37.2,Desconocido,
1742,2024-06-06 16:36:52,63924,"44,00€",completed,returning,"2× Cybercola Cherry - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,36.36,Desconocido,
1743,2024-06-06 15:44:46,63923,"41,00€",completed,returning,"2× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,33.88,Desconocido,
1744,2024-06-06 14:39:03,63921,"42,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Cherry - Lata 33cl, 1× Cybercola Zero - Lata 33cl",3,,34.71,Desconocido,
1745,2024-06-06 14:34:27,63920,"44,00€",completed,returning,"2× Cybercola Cherry - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,36.36,Desconocido,
1746,2024-06-06 14:20:50,63919,"30,00€",completed,returning,"1× Cybercola Light - Botella 33 cl., 1× Cybercola Zero - Botella 33cl",2,,24.8,Desconocido,
1747,2024-06-06 14:20:15,63918,"45,00€",completed,returning,"2× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Botella 33cl",3,,37.19,Desconocido,
1748,2024-06-06 13:49:20,63916,"30,00€",completed,returning,2× Cybercola Zero - Botella 33cl,2,,24.79,Desconocido,
1749,2024-06-06 13:25:22,63915,"15,00€",completed,returning,1× Cybercola Zero - Botella 33cl,1,,12.4,Desconocido,
1750,2024-06-06 13:05:12,63914,"25,00€",completed,returning,"2× Cybercola Txirene, 1× Cybercola Cherry - Lata 33cl",3,,20.66,Desconocido,
1751,2024-06-06 12:35:07,63912,"38,00€",completed,new,"2× Cybercola Zero - Lata 33cl, 1× Cybercola Zero - Lata 33cl",3,,31.4,Desconocido,
1752,2024-06-06 12:12:50,63911,"15,00€",completed,returning,1× Cybercola Light - Botella 33 cl.,1,,12.4,Desconocido,
1753,2024-06-06 11:49:55,63910,"60,00€",completed,returning,"2× Cybercola Cherry - Botella 33cl, 2× Cybercola Zero - Botella 33cl",4,,49.58,Desconocido,
1754,2024-06-06 11:49:14,63909,"41,00€",completed,returning,"2× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,33.88,Desconocido,
1755,2024-06-06 11:47:30,63908,"19,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1756,2024-06-06 11:44:05,63906,"19,00€",completed,returning,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1757,2024-06-06 11:30:51,63905,"19,00€",completed,returning,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1758,2024-06-06 11:17:42,63904,"19,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1759,2024-06-06 10:35:15,63902,"25,00€",completed,new,1× Cyberpepsi  ,1,,20.66,Desconocido,
1760,2024-06-06 10:28:49,63901,"41,00€",completed,returning,"2× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,33.88,Desconocido,
1761,2024-06-06 10:09:06,63900,"44,00€",completed,returning,"2× Cybercola Cherry - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,36.36,Desconocido,
1762,2024-06-06 09:25:38,63899,"19,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1763,2024-06-06 09:10:45,63898,"19,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1764,2024-06-06 07:52:29,63897,"41,00€",completed,returning,"2× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,33.88,Desconocido,
1765,2024-06-06 07:00:43,63896,"44,00€",completed,returning,"2× Cybercola Cherry - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,36.36,Desconocido,
1766,2024-06-05 21:15:44,63895,"310,00€",completed,returning,"12× Cybercola Zero - Botella 33cl, 4× Cybercola Cherry - Botella 33cl, 4× Cybercola Light - Botella 33 cl.",20,,247.94,Desconocido,
1767,2024-06-05 20:53:48,63893,"30,00€",completed,new,2× Cybercola Light - Botella 33 cl.,2,,24.79,Desconocido,
1768,2024-06-05 20:41:32,63892,"35,00€",completed,new,1× Cyberpepsi  ,1,,20.66,Desconocido,
1769,2024-06-05 20:11:41,63891,"45,00€",completed,returning,3× Cybercola Zero - Botella 33cl,3,,37.19,Desconocido,
1770,2024-06-05 19:40:45,63888,"18,00€",completed,returning,"2× Cybercola Zero - Cuarto (25cl), 1× Cybercola Cherry - Lata 33cl",3,,14.88,Desconocido,
1771,2024-06-05 20:08:20,63890,"57,00€",completed,returning,"3× Cybercola Zero - Lata 33cl, 3× Cybercola Pack experiencia",6,,47.11,Desconocido,
1772,2024-06-05 19:43:46,63889,"36,00€",completed,new,2× Cybercola Zero - Cuarto (25cl),2,,29.75,Desconocido,
1773,2024-06-05 18:30:09,63887,"45,00€",completed,returning,"1× Cybercola Zero - Lata 33cl, 2× Cybercola Cherry - Botella 33cl",3,,37.19,Desconocido,
1774,2024-06-05 17:49:31,61798,"20,00€ 0,00€",refunded,returning,"1× Cybercola Light - Botella 33 cl., 1× Cybercola Cherry - Botella 33cl",0,,0,Desconocido,
1775,2024-06-05 16:09:30,63885,"45,00€",completed,new,"1× Cybercola Light - Botella 33 cl., 1× Cybercola Cherry - Botella 33cl, 1× Cybercola Zero - Botella 33cl",3,,37.2,Desconocido,
1776,2024-06-05 14:59:17,63883,"46,00€",completed,new,"2× Cybercola Cherry - Lata 33cl, 1× Cybercola Zero - Lata 33cl",3,,38.02,Desconocido,
1777,2024-06-05 13:31:37,63882,"30,00€",completed,returning,2× Cybercola Cherry - Botella 33cl,2,,24.79,Desconocido,
1778,2024-06-05 13:14:59,63881,"19,00€",completed,returning,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1779,2024-06-05 12:28:44,63880,"60,00€",completed,returning,"2× Cybercola Txirene, 2× Cybercola Cherry - Botella 33cl",4,,49.58,Desconocido,
1780,2024-06-05 12:11:11,63878,"60,00€",completed,returning,"2× Cybercola Zero - Botella 33cl, 1× Cybercola Pika, 1× Cybercola Light - Botella 33 cl.",4,,49.59,Desconocido,
1781,2024-06-05 11:48:15,63877,"25,00€",completed,new,"1× Cybercola Pack experiencia, 1× Cybercola Pack experiencia",2,,20.66,Desconocido,
1782,2024-06-05 10:32:49,63876,"45,00€",completed,returning,3× Cybercola Light - Botella 33 cl.,3,,37.19,Desconocido,
1783,2024-06-05 10:04:10,63875,"60,00€",completed,returning,4× Cybercola Cherry - Botella 33cl,4,,49.59,Desconocido,
1784,2024-06-05 09:48:09,63873,"50,00€",completed,returning,"4× Cybercola Txirene, 1× Cybercola Cherry - Lata 33cl",5,,41.32,Desconocido,
1785,2024-06-05 09:37:02,63872,"41,00€",completed,returning,"2× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,33.88,Desconocido,
1786,2024-06-05 09:01:07,63871,"76,00€",completed,returning,"4× Cybercola Zero - Lata 33cl, 4× Cybercola Pack experiencia",8,,62.81,Desconocido,
1787,2024-06-05 08:04:58,63870,"29,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1788,2024-06-04 23:49:32,63446,"70,00€ 0,00€",refunded,returning,"2× Cybercola Cherry - Botella 33cl, 2× Cybercola Light - Botella 33 cl., -2× Cybercola Cherry - Botella 33cl, -2× Cybercola Light - Botella 33 cl.",'-4,,'-49.58,Desconocido,
1789,2024-06-04 23:03:04,63865,"38,00€",completed,returning,"2× Cybercola Zero - Lata 33cl, 2× Cybercola Pack experiencia",4,,31.4,Desconocido,
1790,2024-06-04 22:29:40,63864,"41,00€",completed,returning,"2× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,33.88,Desconocido,
1791,2024-06-04 22:09:15,63863,"34,50€",completed,returning,2× Cybercola Cherry - Lata 33cl,2,,28.51,Desconocido,
1792,2024-06-04 21:46:29,63862,"29,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1793,2024-06-04 21:33:26,63861,"45,00€",completed,returning,"1× Cybercola Pika, 2× Cybercola Light - Botella 33 cl.",3,,37.19,Desconocido,
1794,2024-06-04 21:12:49,63859,"45,00€",completed,returning,3× Cybercola Light - Botella 33 cl.,3,,37.19,Desconocido,
1795,2024-06-04 21:11:41,63858,"75,00€",completed,returning,"2× Cybercola Light - Botella 33 cl., 2× Cybercola Pika, 1× Cybercola Cherry - Botella 33cl",5,,61.98,Desconocido,
1796,2024-06-04 21:07:09,63856,"15,00€",completed,returning,1× Cybercola Light - Botella 33 cl.,1,,12.4,Desconocido,
1797,2024-06-04 21:08:26,63857,"18,00€",completed,returning,"2× Cybercola Zero - Cuarto (25cl), 1× Cybercola Cherry - Lata 33cl",3,,14.88,Desconocido,
1798,2024-06-04 20:47:03,63853,"45,00€",completed,returning,3× Cybercola Cherry - Botella 33cl,3,,37.19,Desconocido,
1799,2024-06-04 20:14:33,63852,"45,00€",completed,returning,"1× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Botella 33cl, 1× Cybercola Light - Botella 33 cl.",3,,37.2,Desconocido,
1800,2024-06-04 20:06:26,63851,"19,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1801,2024-06-04 19:57:03,63850,"41,00€",completed,returning,"2× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,33.88,Desconocido,
1802,2024-06-04 19:44:36,63849,"45,00€",completed,returning,3× Cybercola Cherry - Botella 33cl,3,,37.19,Desconocido,
1803,2024-06-04 19:24:57,63847,"60,00€",completed,returning,"2× Cybercola Zero - Botella 33cl, 2× Cybercola Cherry - Botella 33cl",4,,49.58,Desconocido,
1804,2024-06-04 18:45:26,63845,"30,00€",completed,returning,2× Cybercola Light - Botella 33 cl.,2,,24.79,Desconocido,
1805,2024-06-04 18:46:38,63846,"19,00€",completed,returning,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1806,2024-06-04 18:40:31,63844,"28,50€",completed,new,2× Cybercola Zero - Lata 33cl,2,,23.55,Desconocido,
1807,2024-06-04 18:37:33,63842,"45,00€",completed,returning,"1× Cybercola Cherry - Botella 33cl, 2× Cybercola Zero - Botella 33cl",3,,37.19,Desconocido,
1808,2024-06-04 18:26:00,63841,"25,00€",completed,returning,"2× Cybercola Sirimiri, 1× Cybercola Cherry - Lata 33cl",3,,20.66,Desconocido,
1809,2024-06-04 18:16:35,63840,"30,00€",completed,returning,2× Cybercola Zero - Botella 33cl,2,,24.79,Desconocido,
1810,2024-06-04 18:06:52,63839,"19,00€",completed,returning,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1811,2024-06-04 17:44:22,63837,"45,00€",completed,returning,"2× Cybercola Pika, 1× Cybercola Light - Botella 33 cl.",3,,37.19,Desconocido,
1812,2024-06-04 17:41:12,63835,"25,00€",completed,returning,"2× Cybercola Txirene, 1× Cybercola Cherry - Lata 33cl",3,,20.66,Desconocido,
1813,2024-06-04 17:33:09,63834,"25,00€",completed,returning,"2× Cybercola Pika, 1× Cybercola Cherry - Lata 33cl",3,,20.66,Desconocido,
1814,2024-06-04 17:19:20,63832,"25,00€",completed,returning,"2× Cybercola Sirimiri, 1× Cybercola Cherry - Lata 33cl",3,,20.66,Desconocido,
1815,2024-06-04 17:15:59,63831,"25,00€",completed,returning,"2× Cybercola Sirimiri, 1× Cybercola Cherry - Lata 33cl",3,,20.66,Desconocido,
1816,2024-06-04 17:04:27,63830,"19,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1817,2024-06-04 16:30:43,63829,"45,00€",completed,returning,"2× Cybercola Light - Botella 33 cl., 1× Cybercola Zero - Botella 33cl",3,,37.19,Desconocido,
1818,2024-06-04 15:52:29,63828,"60,00€",completed,returning,"3× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Botella 33cl",4,,49.59,Desconocido,
1819,2024-06-04 15:28:33,63827,"28,00€",completed,returning,1× Cybercola Zero - Cuarto (25cl),1,,14.88,Desconocido,
1820,2024-06-04 15:22:54,63825,"50,00€",completed,returning,"2× Cybercola Light - Botella 33 cl., 1× Cybercola Cherry - Lata 33cl",3,,41.32,Desconocido,
1821,2024-06-04 13:22:38,63824,"48,00€",completed,new,"2× Cybercola Zero - Lata 33cl, 2× Cybercola Pack experiencia",4,,31.4,Desconocido,
1822,2024-06-04 15:19:25,63822,"90,00€",completed,returning,"4× Cybercola Zero - Botella 33cl, 2× Cybercola Light - Botella 33 cl.",6,,74.38,Desconocido,
1823,2024-06-04 15:18:41,63821,"41,00€",completed,returning,"2× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,33.88,Desconocido,
1824,2024-06-04 15:11:19,63819,"45,00€",completed,returning,3× Cybercola Cherry - Botella 33cl,3,,37.19,Desconocido,
1825,2024-06-04 14:51:49,63818,"60,00€",completed,returning,"1× Cybercola Zero - Botella 33cl, 3× Cybercola Light - Botella 33 cl.",4,,49.59,Desconocido,
1826,2024-06-04 14:45:44,63817,"60,00€",completed,returning,"2× Cybercola Light - Botella 33 cl., 1× Cybercola Cherry - Botella 33cl, 1× Cybercola Zero - Lata 33cl",4,,49.59,Desconocido,
1827,2024-06-04 14:36:19,63815,"30,00€",completed,returning,"1× Cybercola Cherry - Lata 33cl, 1× Cybercola Light - Lata 33cl",2,,24.8,Desconocido,
1828,2024-06-04 12:30:07,63814,"15,00€",completed,returning,1× Cybercola Zero - Botella 33cl,1,,12.4,Desconocido,
1829,2024-06-04 14:09:36,63808,"41,00€",completed,returning,"2× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,33.88,Desconocido,
1830,2024-06-04 14:14:54,63811,"25,00€",completed,returning,"2× Cybercola Sirimiri, 1× Cybercola Cherry - Lata 33cl",3,,20.66,Desconocido,
1831,2024-06-04 14:11:32,63809,"25,00€",completed,returning,"2× Cybercola Sirimiri, 1× Cybercola Cherry - Lata 33cl",3,,20.66,Desconocido,
1832,2024-06-04 14:11:50,63810,"25,00€",completed,returning,"2× Cybercola Pika, 1× Cybercola Cherry - Lata 33cl",3,,20.66,Desconocido,
1833,2024-06-04 13:59:27,63806,"35,00€",completed,new,"1× Cybercola Pack experiencia, 1× Cybercola Pack experiencia",2,,20.66,Desconocido,
1834,2024-06-04 13:55:20,63805,"25,00€",completed,returning,"2× Cybercola Txirene, 1× Cybercola Cherry - Lata 33cl",3,,20.66,Desconocido,
1835,2024-06-04 13:52:27,63804,"25,00€",completed,returning,"2× Cybercola Txirene, 1× Cybercola Cherry - Lata 33cl",3,,20.66,Desconocido,
1836,2024-06-04 13:48:25,63803,"19,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1837,2024-06-04 13:39:36,63802,"30,00€",completed,returning,"1× Cybercola Cherry - Botella 33cl, 1× Cybercola Zero - Botella 33cl",2,,24.8,Desconocido,
1838,2024-06-04 11:27:29,63801,"15,00€",completed,new,1× Cybercola Light - Botella 33 cl.,1,,12.4,Desconocido,
1839,2024-06-04 13:22:52,63797,"85,00€",completed,returning,5× Cybercola Cherry - Botella 33cl,5,,61.98,Desconocido,
1840,2024-06-04 13:25:44,63800,"60,00€",completed,returning,4× Cybercola Cherry - Botella 33cl,4,,49.59,Desconocido,
1841,2024-06-04 11:23:41,63798,"30,00€",completed,returning,"1× Cybercola Sirimiri, 1× Cybercola Light - Botella 33 cl.",2,,24.8,Desconocido,
1842,2024-06-04 13:10:37,63796,"30,00€",completed,new,"1× Cybercola Light - Botella 33 cl., 1× Cybercola Cherry - Botella 33cl",2,,24.8,Desconocido,
1843,2024-06-04 12:58:26,63793,"29,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1844,2024-06-04 13:03:11,63795,"25,00€",completed,returning,"2× Cybercola Txirene, 1× Cybercola Cherry - Lata 33cl",3,,20.66,Desconocido,
1845,2024-06-04 12:49:49,63792,"45,00€",completed,returning,"1× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Botella 33cl, 1× Cybercola Light - Botella 33 cl.",3,,37.2,Desconocido,
1846,2024-06-04 12:39:40,63791,"19,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1847,2024-06-04 12:36:30,63790,"60,00€",completed,returning,"2× Cybercola Cherry - Botella 33cl, 2× Cybercola Light - Botella 33 cl.",4,,49.58,Desconocido,
1848,2024-06-04 12:36:26,63789,"82,00€",completed,returning,"4× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",5,,67.77,Desconocido,
1849,2024-06-04 12:13:02,63787,"30,00€",completed,returning,2× Cybercola Zero - Botella 33cl,2,,24.79,Desconocido,
1850,2024-06-04 11:58:23,63785,"45,00€",completed,returning,"1× Cybercola Sirimiri, 1× Cybercola Txirene, 1× Cybercola Cherry - Lata 33cl",3,,37.2,Desconocido,
1851,2024-06-04 11:02:35,63778,"15,00€",completed,new,1× Cybercola Light - Botella 33 cl.,1,,12.4,Desconocido,
1852,2024-06-04 11:34:58,63784,"15,00€",completed,returning,1× Cybercola Light - Botella 33 cl.,1,,12.4,Desconocido,
1853,2024-06-04 11:17:36,63782,"19,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1854,2024-06-04 11:08:53,63781,"19,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1855,2024-06-04 11:05:56,63780,"60,00€",completed,returning,4× Cybercola Cherry - Lata 33cl,4,,49.59,Desconocido,
1856,2024-06-04 11:04:26,63779,"40,00€",completed,returning,2× Cybercola Zero - Botella 33cl,2,,24.79,Desconocido,
1857,2024-06-04 10:44:27,63777,"55,00€",completed,new,"1× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Botella 33cl, 1× Cybercola Light - Botella 33 cl.",3,,37.2,Desconocido,
1858,2024-06-04 10:43:11,63776,"18,00€",completed,returning,"2× Cybercola Zero - Cuarto (25cl), 1× Cybercola Cherry - Lata 33cl",3,,14.88,Desconocido,
1859,2024-06-04 10:41:41,63775,"30,00€",completed,returning,"1× Cybercola Zero - Botella 33cl, 1× Cybercola Cherry - Botella 33cl",2,,24.8,Desconocido,
1860,2024-06-04 10:35:13,63774,"44,00€",completed,returning,"2× Cybercola Cherry - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,36.36,Desconocido,
1861,2024-06-04 10:34:29,63773,"45,00€",completed,returning,3× Cybercola Light - Botella 33 cl.,3,,37.19,Desconocido,
1862,2024-06-04 10:28:09,63772,"19,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1863,2024-06-04 10:23:16,63771,"45,00€",completed,returning,3× Cybercola Zero - Botella 33cl,3,,37.19,Desconocido,
1864,2024-06-04 10:20:48,63770,"15,00€",completed,returning,1× Cybercola Light - Botella 33 cl.,1,,12.4,Desconocido,
1865,2024-06-04 10:13:32,63769,"30,00€",completed,returning,"1× Cybercola Light - Botella 33 cl., 1× Cybercola Cherry - Botella 33cl",2,,24.8,Desconocido,
1866,2024-06-04 09:57:37,63768,"110,00€",completed,returning,"8× Cybercola Txirene, 1× Cybercola Cherry - Lata 33cl",9,,82.64,Desconocido,
1867,2024-06-04 09:53:18,63767,"36,00€",completed,returning,"4× Cybercola Zero - Cuarto (25cl), 1× Cybercola Cherry - Lata 33cl",5,,29.75,Desconocido,
1868,2024-06-04 09:52:05,63766,"45,00€",completed,returning,3× Cybercola Zero - Botella 33cl,3,,37.19,Desconocido,
1869,2024-06-04 09:50:29,63763,"45,00€",completed,returning,"1× Cybercola Cherry - Botella 33cl, 2× Cybercola Zero - Botella 33cl",3,,37.19,Desconocido,
1870,2024-06-04 09:50:37,63764,"30,00€",completed,returning,"1× Cybercola Cherry - Botella 33cl, 1× Cybercola Light - Botella 33 cl.",2,,24.8,Desconocido,
1871,2024-06-04 09:48:09,63762,"19,00€",completed,returning,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1872,2024-06-04 09:36:09,63761,"44,00€",completed,returning,"2× Cybercola Cherry - Botella 33cl, 1× Cybercola Cherry - Lata 33cl",3,,36.36,Desconocido,
1873,2024-06-04 09:24:24,63760,"29,00€",completed,new,"1× Cybercola Zero - Lata 33cl, 1× Cybercola Pack experiencia",2,,15.7,Desconocido,
1874,2024-05-27 10:13:31,63452,"0,00€",completed,returning,1× Cybercola Zero - Lata 33cl,1,,0,Desconocido,
1875,2024-06-03 16:10:37,63756,"35,00€",completed,returning,"1× Cybercola Pack experiencia, 1× Cybercola Pack experiencia",2,,20.66,Desconocido,
1876,2024-06-03 15:25:17,63755,"50,00€",completed,new,"1× Cybercola Txirene, 1× Cybercola Sirimiri, 1× Cybercola Zero - Lata 33cl",3,,41.32,Desconocido,
1877,2024-06-03 14:19:33,63754,"45,00€",completed,returning,3× Cybercola Zero - Botella 33cl,3,,37.19,Desconocido,
1878,2024-06-03 08:56:14,63753,"150,00€",completed,returning,10× Cybercola Zero - Botella 33cl,10,,123.97,Desconocido,
1879,2024-05-30 14:04:14,63677,"0,00€",completed,returning,2× Cybercola Sirimiri,2,,0,Desconocido,
1880,2024-06-02 23:34:05,63752,"50,00€",completed,returning,"4× Cybercola Cherry - Lata 33cl, 1× Cybercola Zero - Lata 33cl",5,,41.32,Desconocido,
1881,2024-06-02 23:29:48,63751,"50,00€",completed,new,2× Cyberpepsi  ,2,,41.32,Desconocido,
1882,2024-06-02 22:50:41,63750,"40,01€",completed,returning,"1× Cybercola Light - Lata 33cl, 2× Cybercola Cherry - Lata 33cl",3,,33.06,Desconocido,
1883,2024-06-02 22:50:26,63749,"50,00€",completed,returning,"1× Cybercola Cherry - Lata 33cl, 1× Cybercola Light - Lata 33cl, 3× Cybercola Zero - Lata 33cl",5,,41.32,Desconocido,
1884,2024-06-02 22:28:07,63747,"50,00€",completed,returning,"2× Cybercola Light - Lata 33cl, 3× Cybercola Cherry - Lata 33cl",5,,41.32,Desconocido,
1885,2024-06-02 22:06:13,63746,"50,00€",completed,returning,5× Cybercola Zero - Lata 33cl,5,,41.32,Desconocido,
1886,2024-06-02 21:55:03,63745,"50,00€",completed,returning,"4× Cybercola Zero - Lata 33cl, 1× Cybercola Cherry - Lata 33cl",5,,41.32,Desconocido,
1887,2024-06-02 21:51:15,63744,"50,00€",completed,returning,"4× Cybercola Zero - Lata 33cl, 1× Cybercola Cherry - Lata 33cl",5,,41.32,Desconocido,
1888,2024-06-02 20:10:53,63740,"127,00€",completed,returning,"2× Cybercola Cherry - Lata 33cl, 2× Cybercola Light - Lata 33cl, 1× Camiseta Cybercola - XL",5,,96.7,Desconocido,
1889,2024-06-02 20:11:38,63742,"50,00€",completed,returning,5× Cybercola Zero - Lata 33cl,5,,41.32,Desconocido,
1890,2024-06-02 20:11:13,63741,"50,01€",completed,returning,"2× Cybercola Zero - Lata 33cl, 3× Cybercola Cherry - Lata 33cl",5,,41.33,Desconocido,
1891,2024-06-02 18:45:11,63739,"63,40€",completed,returning,"2× Cybercola Zero - Lata 33cl, 1× Cybercola Cherry - Lata 33cl, 1× Cybercola Light - Lata 33cl",4,,44.12,Desconocido,
1892,2024-06-02 18:20:52,63738,"100,00€",completed,returning,"3× Cybercola Zero - Lata 33cl, 2× Cybercola Cherry - Lata 33cl, 4× Cybercola Light - Lata 33cl, 1× Cybercola Cherry - Lata 33cl",10,,82.64,Desconocido,
1893,2024-06-02 15:06:07,63737,"40,00€",completed,returning,3× Cybercola Light - Lata 33cl,3,,33.06,Desconocido,
1894,2024-06-02 14:20:33,63736,"45,60€",completed,returning,4× Cybercola Zero - Lata 33cl,4,,37.69,Desconocido,
1895,2024-06-02 10:58:19,63735,"60,00€",completed,returning,"1× Cybercola Cherry - Lata 33cl, 2× Cybercola Zero - Lata 33cl, 2× Cybercola Light - Lata 33cl",5,,41.32,Desconocido,
1896,2024-06-02 10:35:49,63734,"35,80€",completed,new,"1× Cyberpepsi  , 1× Cybercola Zero - Cuarto (25cl)",2,,29.59,Desconocido,
